,scoredFor,xGF_before,xGF_after,xGA_before,xGA_after,time_before,time_after,anyone_switch,forw_switch,def_switch,us,them,score_dif
4979,0,0.0,0.0,0.0,0.0,33.0,23.0,0,0,0,"(8478046.0, 8471276.0, 8478498.0, 8475186.0, 8476891.0)","(8474150.0, 8477935.0, 8473564.0, 8478397.0, 8470966.0)",
4980,0,0.0,0.0,0.10903900000000001,0.0132124,53.0,48.0,0,0,0,"(8478843.0, 8477955.0, 8471426.0, 8475796.0, 8476875.0)","(8477933.0, 8475784.0, 8475728.0, 8480935.0, 8480839.0)",
4981,1,0.10903900000000001,0.0132124,0.0,0.0,4.0,48.0,0,0,0,"(8477933.0, 8475784.0, 8475728.0, 8480935.0, 8480839.0)","(8478843.0, 8477955.0, 8471426.0, 8475796.0, 8476875.0)",
4982,0,0.0,0.0,0.06820549999999999,0.0,0.0,0.0,0,0,0,"(8478843.0, 8477955.0, 8471426.0, 8471735.0, 8476875.0)","(8471743.0, 8479420.0, 8477839.0, 8474567.0, 8480935.0)",
4983,1,0.06820549999999999,0.0,0.0,0.0,0.0,0.0,0,0,1,"(8471743.0, 8479420.0, 8477839.0, 8474567.0, 8480935.0)","(8478843.0, 8477955.0, 8471426.0, 8471735.0, 8476875.0)",
4984,1,0.0,0.0,0.0,0.0,23.0,18.0,0,0,0,"(8474098.0, 8477963.0, 8478366.0, 8471735.0, 8477932.0)","(8477933.0, 8475784.0, 8478542.0, 8474618.0, 8480839.0)",
4985,0,0.0,0.0,0.0,0.0,45.0,18.0,0,0,0,"(8477933.0, 8475784.0, 8478542.0, 8474618.0, 8480839.0)","(8474098.0, 8477963.0, 8478366.0, 8471735.0, 8477932.0)",
4986,0,0.0,0.0,0.0,0.0,30.0,17.0,0,0,0,"(8474884.0, 8479404.0, 8474149.0, 8471735.0, 8477932.0)","(8477933.0, 8475784.0, 8478542.0, 8474567.0, 8480935.0)",
4987,1,0.0,0.0,0.0,0.0,30.0,17.0,0,0,0,"(8477933.0, 8475784.0, 8478542.0, 8474567.0, 8480935.0)","(8474884.0, 8479404.0, 8474149.0, 8471735.0, 8477932.0)",
4988,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,"(8476456.0, 8479404.0, 8474149.0, 8471735.0, 8477932.0)","(8477933.0, 8475784.0, 8478542.0, 8474567.0, 8477499.0)",
4989,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,"(8477933.0, 8475784.0, 8478542.0, 8474567.0, 8477499.0)","(8476456.0, 8479404.0, 8474149.0, 8471735.0, 8477932.0)",
4990,1,0.43011910000000003,0.0,0.0,0.0,19.0,22.0,0,0,0,"(8473604.0, 8480946.0, 8476438.0, 8470281.0, 8476979.0)","(8475231.0, 8473504.0, 8474709.0, 8476429.0, 8478038.0)",0.0
4991,0,0.0,0.0,0.43011910000000003,0.0,19.0,22.0,0,0,0,"(8475231.0, 8473504.0, 8474709.0, 8476429.0, 8478038.0)","(8473604.0, 8480946.0, 8476438.0, 8470281.0, 8476979.0)",0.0
4992,0,0.0,0.0,0.2248347,0.0,30.0,25.0,0,0,0,"(8473573.0, 8478440.0, 8474141.0, 8470281.0, 8476979.0)","(8474573.0, 8478445.0, 8478463.0, 8475181.0, 8470187.0)",1.0
4993,1,0.2248347,0.0,0.0,0.0,30.0,25.0,0,0,0,"(8474573.0, 8478445.0, 8478463.0, 8475181.0, 8470187.0)","(8473573.0, 8478440.0, 8474141.0, 8470281.0, 8476979.0)",-1.0
4994,1,0.0,0.0,0.0,0.0,16.0,14.0,0,0,0,"(8478427.0, 8476934.0, 8476882.0, 8476462.0, 8477845.0)","(8476461.0, 8473512.0, 8478067.0, 8477948.0, 8478500.0)",
4995,0,0.0,0.0,0.0,0.0,16.0,114.0,0,0,0,"(8476461.0, 8473512.0, 8478067.0, 8477948.0, 8478500.0)","(8478427.0, 8476934.0, 8476882.0, 8476462.0, 8477845.0)",
4996,1,0.0,0.0,0.0,0.0,24.0,14.0,0,0,0,"(8478027.0, 8477357.0, 8477998.0, 8475753.0, 8475177.0)","(8475321.0, 8474668.0, 8477290.0, 8477948.0, 8478500.0)",
4997,0,0.0,0.0,0.0,0.0,17.0,14.0,0,0,0,"(8475321.0, 8474668.0, 8477290.0, 8477948.0, 8478500.0)","(8478027.0, 8477357.0, 8477998.0, 8475753.0, 8475177.0)",
4998,0,0.0,0.0,0.0,0.0,15.0,0.0,1,1,1,"(8478027.0, 8468508.0, 8476921.0, 8476462.0, 8477845.0)","(8478439.0, 8476461.0, 8473512.0, 8475462.0, 8476906.0)",
4999,1,0.0,0.0,0.0,0.0,15.0,0.0,1,1,1,"(8478439.0, 8476461.0, 8473512.0, 8475462.0, 8476906.0)","(8478027.0, 8468508.0, 8476921.0, 8476462.0, 8477845.0)",
