,scoredFor,xGF_before,xGF_after,xGA_before,xGA_after,time_before,time_after,anyone_switch,forw_switch,def_switch,us,them,score_dif
509,0,0.0,0.0,0.0,0.0,2.0,20.0,0,0,0,"(8476826.0, 8478519.0, 8478472.0, 8471873.0, 8474151.0)","(8477505.0, 8477416.0, 8477947.0, 8476850.0, 8478906.0)",
510,0,0.0,0.0,0.0,0.0,14.0,6.0,0,0,0,"(8479400.0, 8473422.0, 8477407.0, 8476850.0, 8478906.0)","(8478010.0, 8476826.0, 8474564.0, 8474151.0, 8470601.0)",
511,1,0.0,0.0,0.0,0.0,14.0,6.0,1,1,1,"(8478010.0, 8476826.0, 8474564.0, 8474151.0, 8470601.0)","(8479400.0, 8473422.0, 8477407.0, 8476850.0, 8478906.0)",
512,0,0.0,0.0,0.0,0.0,8.0,36.0,0,0,0,"(8477505.0, 8473422.0, 8477407.0, 8476850.0, 8478906.0)","(8474870.0, 8476453.0, 8476292.0, 8470601.0, 8479410.0)",
513,1,0.0,0.0,0.0,0.0,8.0,46.0,0,0,1,"(8474870.0, 8476453.0, 8476292.0, 8470601.0, 8479410.0)","(8477505.0, 8473422.0, 8477407.0, 8476850.0, 8478906.0)",
514,0,0.0,0.0,0.0,0.0,2.0,22.0,0,0,0,"(8474091.0, 8477958.0, 8470626.0, 8475690.0, 8471303.0)","(8476456.0, 8476389.0, 8478843.0, 8471735.0, 8477932.0)",
515,1,0.0,0.0,0.0,0.0,2.0,22.0,0,0,0,"(8476456.0, 8476389.0, 8478843.0, 8471735.0, 8477932.0)","(8474091.0, 8477958.0, 8470626.0, 8475690.0, 8471303.0)",
516,0,0.0,0.0,0.0,0.0,5.0,33.0,0,0,0,"(8477213.0, 8474291.0, 8476884.0, 8477018.0, 8475790.0)","(8477493.0, 8476389.0, 8474884.0, 8474149.0, 8471735.0)",
517,1,0.0,0.0,0.0,0.0,5.0,15.0,0,0,0,"(8477493.0, 8476389.0, 8474884.0, 8474149.0, 8471735.0)","(8477213.0, 8474291.0, 8476884.0, 8477018.0, 8475790.0)",
518,1,0.0,0.0,0.0,0.0,0.0,42.0,0,0,0,"(8477500.0, 8478444.0, 8476466.0, 8471303.0, 8479442.0)","(8476456.0, 8476389.0, 8478843.0, 8475796.0, 8476875.0)",
519,0,0.0,0.0,0.0,0.0,0.0,29.0,0,0,0,"(8476456.0, 8476389.0, 8478843.0, 8475796.0, 8476875.0)","(8477500.0, 8478444.0, 8476466.0, 8471303.0, 8479442.0)",
520,0,0.0,0.0,0.5308172,0.0,18.0,22.0,0,0,0,"(8466139.0, 8479318.0, 8477953.0, 8479458.0, 8474581.0)","(8476905.0, 8475744.0, 8471214.0, 8479482.0, 8474590.0)",0.0
521,1,0.5308172,0.0,0.0,0.0,18.0,22.0,0,0,0,"(8476905.0, 8475744.0, 8471214.0, 8479482.0, 8474590.0)","(8466139.0, 8479318.0, 8477953.0, 8479458.0, 8474581.0)",0.0
522,1,0.0,0.0,0.0,0.0,8.0,0.0,0,0,1,"(8466139.0, 8479318.0, 8477953.0, 8468493.0, 8476853.0)","(8476905.0, 8475343.0, 8476436.0, 8477043.0, 8468498.0)",
523,0,0.0,0.0,0.0,0.0,8.0,38.0,0,0,0,"(8476905.0, 8475343.0, 8476436.0, 8477043.0, 8468498.0)","(8466139.0, 8479318.0, 8477953.0, 8468493.0, 8476853.0)",
524,1,0.0,0.0,0.0,0.0,31.0,43.0,0,0,0,"(8480944.0, 8475172.0, 8477015.0, 8479458.0, 8474581.0)","(8474189.0, 8475792.0, 8477444.0, 8477043.0, 8468498.0)",
525,0,0.0,0.0,0.0,0.0,8.0,43.0,0,0,0,"(8474189.0, 8475792.0, 8477444.0, 8477043.0, 8468498.0)","(8480944.0, 8475172.0, 8477015.0, 8479458.0, 8474581.0)",
526,1,0.0,0.0,0.0,0.0,29.0,0.0,0,0,1,"(8466139.0, 8479318.0, 8477953.0, 8468493.0, 8476853.0)","(8476905.0, 8475744.0, 8471214.0, 8471702.0, 8475200.0)",
527,0,0.0,0.0,0.0,0.0,29.0,0.0,0,0,0,"(8476905.0, 8475744.0, 8471214.0, 8471702.0, 8475200.0)","(8466139.0, 8479318.0, 8477953.0, 8468493.0, 8476853.0)",
528,0,0.0,0.0,0.122805,0.0,17.0,22.0,0,0,0,"(8473463.0, 8470047.0, 8471217.0, 8476917.0, 8477506.0)","(8474009.0, 8475714.0, 8477451.0, 8469465.0, 8474134.0)",
529,1,0.122805,0.0,0.0,0.0,17.0,42.0,0,0,0,"(8474009.0, 8475714.0, 8477451.0, 8469465.0, 8474134.0)","(8473463.0, 8470047.0, 8471217.0, 8476917.0, 8477506.0)",
530,0,0.0,0.0,0.071795,0.0,7.0,0.0,0,0,0,"(8474573.0, 8478445.0, 8478463.0, 8475181.0, 8470187.0)","(8475793.0, 8476887.0, 8478042.0, 8475176.0, 8474600.0)",
531,1,0.071795,0.0627057,0.0,0.0,7.0,53.0,0,0,0,"(8475793.0, 8476887.0, 8478042.0, 8475176.0, 8474600.0)","(8474573.0, 8478445.0, 8478463.0, 8475181.0, 8470187.0)",
532,0,0.0,0.0,0.06274199999999999,0.0,8.0,10.0,0,0,0,"(8472410.0, 8473504.0, 8474709.0, 8474066.0, 8476429.0)","(8475793.0, 8476887.0, 8478042.0, 8469465.0, 8474134.0)",
533,1,0.06274199999999999,0.0,0.0,0.0,8.0,10.0,0,0,1,"(8475793.0, 8476887.0, 8478042.0, 8469465.0, 8474134.0)","(8472410.0, 8473504.0, 8474709.0, 8474066.0, 8476429.0)",
534,1,0.0,0.0,0.0,0.0,15.0,37.0,0,0,0,"(8474586.0, 8475314.0, 8475754.0, 8474066.0, 8477506.0)","(8475793.0, 8476887.0, 8478042.0, 8475218.0, 8474056.0)",
535,0,0.0,0.0,0.0,0.0,15.0,57.0,0,1,0,"(8475793.0, 8476887.0, 8478042.0, 8475218.0, 8474056.0)","(8474586.0, 8475314.0, 8475754.0, 8474066.0, 8477506.0)",
536,1,0.0,0.0,0.0,0.0,29.0,26.0,0,0,0,"(8474573.0, 8478445.0, 8471217.0, 8475181.0, 8477506.0)","(8475793.0, 8476887.0, 8478042.0, 8475176.0, 8474600.0)",
537,0,0.0,0.0,0.0,0.0,39.0,26.0,0,0,0,"(8475793.0, 8476887.0, 8478042.0, 8475176.0, 8474600.0)","(8474573.0, 8478445.0, 8471217.0, 8475181.0, 8477506.0)",
538,1,0.0223199,0.0,0.0,0.473546,0.0,26.0,0,0,0,"(8474641.0, 8475164.0, 8480031.0, 8476312.0, 8476854.0)","(8477406.0, 8476913.0, 8471260.0, 8477945.0, 8470760.0)",0.0
539,0,0.0,0.473546,0.0223199,0.0,0.0,26.0,0,0,0,"(8477406.0, 8476913.0, 8471260.0, 8477945.0, 8470760.0)","(8474641.0, 8475164.0, 8480031.0, 8476312.0, 8476854.0)",0.0
540,1,0.259276,0.0,0.0,0.0,14.0,31.0,0,0,0,"(8480806.0, 8476483.0, 8480748.0, 8477969.0, 8476312.0)","(8469455.0, 8476439.0, 8477501.0, 8480036.0, 8476941.0)",
541,0,0.0,0.0,0.259276,0.0,14.0,0.0,0,0,0,"(8469455.0, 8476439.0, 8477501.0, 8480036.0, 8476941.0)","(8480806.0, 8476483.0, 8480748.0, 8477969.0, 8476312.0)",
542,0,0.0,0.0,0.0,0.0,31.0,9.0,0,0,0,"(8476207.0, 8476043.0, 8480748.0, 8474568.0, 8477969.0)","(8469455.0, 8477501.0, 8471228.0, 8480036.0, 8476941.0)",
543,1,0.0,0.0,0.0,0.0,11.0,9.0,0,0,0,"(8469455.0, 8477501.0, 8471228.0, 8480036.0, 8476941.0)","(8476207.0, 8476043.0, 8480748.0, 8474568.0, 8477969.0)",
544,0,0.0,0.0,0.0,0.0,9.0,26.0,0,0,0,"(8474641.0, 8475164.0, 8480031.0, 8475764.0, 8477986.0)","(8475794.0, 8473994.0, 8471260.0, 8475906.0, 8476902.0)",
545,1,0.0,0.0,0.0,0.0,9.0,41.0,0,0,1,"(8475794.0, 8473994.0, 8471260.0, 8475906.0, 8476902.0)","(8474641.0, 8475164.0, 8480031.0, 8475764.0, 8477986.0)",
546,0,0.0,0.0,0.560659,0.08172239999999999,0.0,40.0,0,0,0,"(8475158.0, 8475765.0, 8470151.0, 8474145.0, 8476892.0)","(8473573.0, 8480946.0, 8476438.0, 8470281.0, 8476979.0)",
547,1,0.560659,0.08172239999999999,0.0,0.0,0.0,38.0,0,0,0,"(8473573.0, 8480946.0, 8476438.0, 8470281.0, 8476979.0)","(8475158.0, 8475765.0, 8470151.0, 8474145.0, 8476892.0)",
548,0,0.0,0.0,0.0,0.0,4.0,33.0,0,1,0,"(8475158.0, 8475765.0, 8474034.0, 8476441.0, 8474565.0)","(8473604.0, 8479337.0, 8474141.0, 8470281.0, 8480035.0)",
549,1,0.0,0.0,0.0,0.0,4.0,33.0,0,0,0,"(8473604.0, 8479337.0, 8474141.0, 8470281.0, 8480035.0)","(8475158.0, 8475765.0, 8474034.0, 8476441.0, 8474565.0)",
550,1,0.225323,0.0127973,0.0,0.3817775,0.0,30.0,0,0,0,"(8475784.0, 8478542.0, 8469506.0, 8474618.0, 8480839.0)","(8476393.0, 8470755.0, 8473546.0, 8475171.0, 8474218.0)",
551,0,0.0,0.3817775,0.225323,0.0127973,11.0,30.0,0,0,0,"(8476393.0, 8470755.0, 8473546.0, 8475171.0, 8474218.0)","(8475784.0, 8478542.0, 8469506.0, 8474618.0, 8480839.0)",
552,1,0.0,0.0,0.0,0.0,14.0,15.0,0,0,1,"(8479999.0, 8475784.0, 8473449.0, 8474618.0, 8477499.0)","(8476994.0, 8473546.0, 8477943.0, 8475171.0, 8471274.0)",
553,0,0.0,0.0,0.0,0.0,0.0,15.0,1,1,1,"(8476994.0, 8473546.0, 8477943.0, 8475171.0, 8471274.0)","(8479999.0, 8475784.0, 8473449.0, 8474618.0, 8477499.0)",
554,0,0.0,0.0,0.368087,0.0,11.0,0.0,0,0,0,"(8477497.0, 8477496.0, 8476346.0, 8470966.0, 8474673.0)","(8477492.0, 8478420.0, 8476455.0, 8473446.0, 8479398.0)",0.0
555,1,0.368087,0.0,0.0,0.0,11.0,0.0,1,1,1,"(8477492.0, 8478420.0, 8476455.0, 8473446.0, 8479398.0)","(8477497.0, 8477496.0, 8476346.0, 8470966.0, 8474673.0)",0.0
556,0,0.0,0.0,0.158663,0.0,0.0,0.0,1,1,1,"(8478585.0, 8477496.0, 8476873.0, 8474673.0, 8478396.0)","(8477973.0, 8474685.0, 8477456.0, 8475197.0, 8474013.0)",
557,1,0.158663,0.0,0.0,0.0,26.0,0.0,1,1,1,"(8477973.0, 8474685.0, 8477456.0, 8475197.0, 8474013.0)","(8478585.0, 8477496.0, 8476873.0, 8474673.0, 8478396.0)",
558,1,0.0,0.0,0.0,0.0,32.0,39.0,0,0,0,"(8474150.0, 8477935.0, 8471707.0, 8479976.0, 8474628.0)","(8471262.0, 8475268.0, 8476442.0, 8475197.0, 8474013.0)",
559,0,0.0,0.0,0.0,0.0,32.0,39.0,0,0,0,"(8471262.0, 8475268.0, 8476442.0, 8475197.0, 8474013.0)","(8474150.0, 8477935.0, 8471707.0, 8479976.0, 8474628.0)",
560,1,0.0,0.0,0.0,0.0,31.0,49.0,0,0,0,"(8470794.0, 8478099.0, 8475169.0, 8477046.0, 8470613.0)","(8478401.0, 8476474.0, 8475149.0, 8477509.0, 8475222.0)",
561,0,0.0,0.0,0.0,0.0,24.0,49.0,0,0,0,"(8478401.0, 8476474.0, 8475149.0, 8477509.0, 8475222.0)","(8470794.0, 8478099.0, 8475169.0, 8477046.0, 8470613.0)",
562,1,0.0,0.0,0.0,0.0,25.0,50.0,0,0,0,"(8474053.0, 8476881.0, 8478414.0, 8477046.0, 8470613.0)","(8478401.0, 8476474.0, 8475149.0, 8472382.0, 8476923.0)",
563,0,0.0,0.0,0.0,0.0,25.0,0.0,0,0,0,"(8478401.0, 8476474.0, 8475149.0, 8472382.0, 8476923.0)","(8474053.0, 8476881.0, 8478414.0, 8477046.0, 8470613.0)",
564,0,0.0,0.0,0.0,0.0,9.0,19.0,0,0,1,"(8474053.0, 8476881.0, 8478414.0, 8471709.0, 8474578.0)","(8480002.0, 8475151.0, 8475791.0, 8472382.0, 8476923.0)",
565,1,0.0,0.0,0.0,0.0,9.0,19.0,1,1,1,"(8480002.0, 8475151.0, 8475791.0, 8472382.0, 8476923.0)","(8474053.0, 8476881.0, 8478414.0, 8471709.0, 8474578.0)",
566,0,0.0,0.0,0.0,0.0,15.0,0.0,0,1,0,"(8470794.0, 8478099.0, 8475169.0, 8475455.0, 8474027.0)","(8477520.0, 8476399.0, 8475791.0, 8472382.0, 8477509.0)",
567,1,0.0,0.0,0.0,0.0,15.0,30.0,0,0,0,"(8477520.0, 8476399.0, 8475791.0, 8472382.0, 8477509.0)","(8470794.0, 8478099.0, 8475169.0, 8475455.0, 8474027.0)",
568,1,0.206025,0.0,0.0,0.0,14.0,50.0,0,0,0,"(8474641.0, 8475164.0, 8480031.0, 8477986.0, 8476854.0)","(8475098.0, 8479385.0, 8474034.0, 8476441.0, 8476892.0)",
569,0,0.0,0.0,0.206025,0.0,14.0,50.0,0,0,0,"(8475098.0, 8479385.0, 8474034.0, 8476441.0, 8476892.0)","(8474641.0, 8475164.0, 8480031.0, 8477986.0, 8476854.0)",
570,0,0.0,0.0,0.0,0.0,46.0,0.0,0,0,0,"(8474641.0, 8476483.0, 8480031.0, 8477986.0, 8476854.0)","(8475158.0, 8475765.0, 8470257.0, 8476441.0, 8476892.0)",
571,1,0.0,0.0,0.0,0.0,46.0,0.0,0,0,0,"(8475158.0, 8475765.0, 8470257.0, 8476441.0, 8476892.0)","(8474641.0, 8476483.0, 8480031.0, 8477986.0, 8476854.0)",
572,1,0.0,0.0,0.0,0.0,7.0,45.0,0,0,1,"(8476207.0, 8476043.0, 8480748.0, 8475764.0, 8476312.0)","(8475170.0, 8478104.0, 8474102.0, 8470151.0, 8474565.0)",
573,0,0.0,0.0,0.0,0.0,7.0,45.0,1,1,1,"(8475170.0, 8478104.0, 8474102.0, 8470151.0, 8474565.0)","(8476207.0, 8476043.0, 8480748.0, 8475764.0, 8476312.0)",
574,1,0.0,0.0,0.0,0.0,4.0,0.0,1,1,1,"(8478427.0, 8475907.0, 8476882.0, 8476462.0, 8476958.0)","(8473412.0, 8479339.0, 8477940.0, 8474574.0, 8476476.0)",
575,0,0.0,0.0,0.0,0.0,4.0,60.0,0,0,1,"(8473412.0, 8479339.0, 8477940.0, 8474574.0, 8476476.0)","(8478427.0, 8475907.0, 8476882.0, 8476462.0, 8476958.0)",
576,0,0.0,0.0,0.0,0.0,0.0,7.0,0,1,0,"(8473533.0, 8468508.0, 8477998.0, 8476462.0, 8477488.0)","(8473412.0, 8479339.0, 8477940.0, 8476885.0, 8477504.0)",
577,1,0.0,0.0,0.0,0.0,30.0,7.0,0,0,1,"(8473412.0, 8479339.0, 8477940.0, 8476885.0, 8477504.0)","(8473533.0, 8468508.0, 8477998.0, 8476462.0, 8477488.0)",
578,0,0.0,0.0466966,0.0912131,0.0,13.0,23.0,0,0,0,"(8471685.0, 8480113.0, 8469454.0, 8474162.0, 8474563.0)","(8466139.0, 8479318.0, 8477953.0, 8476853.0, 8474581.0)",0.0
579,1,0.04425830000000001,0.0,0.0,0.0466966,2.0,23.0,0,0,0,"(8466139.0, 8479318.0, 8477953.0, 8476853.0, 8474581.0)","(8471685.0, 8480113.0, 8469454.0, 8474162.0, 8474563.0)",0.0
580,1,0.0,0.0,0.0,0.0,0.0,36.0,0,1,0,"(8471685.0, 8480113.0, 8469454.0, 8474563.0, 8475762.0)","(8479318.0, 8477953.0, 8476410.0, 8479458.0, 8474581.0)",
581,0,0.0,0.0,0.0,0.0,0.0,36.0,0,0,0,"(8479318.0, 8477953.0, 8476410.0, 8479458.0, 8474581.0)","(8471685.0, 8480113.0, 8469454.0, 8474563.0, 8475762.0)",
582,0,0.0,0.0,0.0,0.0,10.0,26.0,0,0,0,"(8471685.0, 8475726.0, 8476871.0, 8470602.0, 8474563.0)","(8475786.0, 8478483.0, 8475166.0, 8479458.0, 8474581.0)",
583,1,0.0,0.0,0.0,0.0,0.0,33.0,1,1,1,"(8475786.0, 8478483.0, 8475166.0, 8479458.0, 8474581.0)","(8471685.0, 8475726.0, 8476871.0, 8470602.0, 8474563.0)",
584,0,0.0,0.0,0.0,0.0,34.0,26.0,0,0,0,"(8471685.0, 8480113.0, 8469454.0, 8474563.0, 8475762.0)","(8466139.0, 8479318.0, 8477953.0, 8468493.0, 8476853.0)",
585,1,0.0,0.0,0.0,0.0,34.0,26.0,0,0,0,"(8466139.0, 8479318.0, 8477953.0, 8468493.0, 8476853.0)","(8471685.0, 8480113.0, 8469454.0, 8474563.0, 8475762.0)",
586,0,0.0689905,0.108859,0.01,0.0,16.0,28.0,0,0,0,"(8477946.0, 8477511.0, 8470598.0, 8478176.0, 8479425.0)","(8469521.0, 8476285.0, 8474038.0, 8479376.0, 8478454.0)",
587,1,0.01,0.0,0.0,0.108859,0.0,28.0,0,1,0,"(8469521.0, 8476285.0, 8474038.0, 8479376.0, 8478454.0)","(8477946.0, 8477511.0, 8470598.0, 8478176.0, 8479425.0)",
588,1,0.108859,0.0,0.0,0.0,28.0,12.0,0,0,0,"(8470144.0, 8476960.0, 8477479.0, 8479425.0, 8468509.0)","(8469521.0, 8476285.0, 8474038.0, 8473507.0, 8479376.0)",
589,0,0.0,0.0,0.108859,0.0,28.0,12.0,0,0,0,"(8469521.0, 8476285.0, 8474038.0, 8473507.0, 8479376.0)","(8470144.0, 8476960.0, 8477479.0, 8479425.0, 8468509.0)",
590,0,0.0,0.0,0.111858,0.0,0.0,9.0,0,0,1,"(8476822.0, 8476960.0, 8477511.0, 8475324.0, 8468509.0)","(8475848.0, 8476479.0, 8475193.0, 8476422.0, 8478454.0)",
591,1,0.111858,0.0,0.0,0.0,0.0,-1191.0,1,1,1,"(8475848.0, 8476479.0, 8475193.0, 8476422.0, 8478454.0)","(8476822.0, 8476960.0, 8477511.0, 8475324.0, 8468509.0)",
592,0,0.0,0.0,0.0,0.0,21.0,43.0,0,0,0,"(8471794.0, 8477946.0, 8477511.0, 8475324.0, 8479395.0)","(8475848.0, 8476479.0, 8475193.0, 8476422.0, 8478454.0)",
593,1,0.0,0.0,0.0,0.0,16.0,43.0,0,0,0,"(8475848.0, 8476479.0, 8475193.0, 8476422.0, 8478454.0)","(8471794.0, 8477946.0, 8477511.0, 8475324.0, 8479395.0)",
594,0,0.0,0.0,0.0,0.0,43.0,38.0,0,0,0,"(8474679.0, 8476822.0, 8470598.0, 8478176.0, 8480161.0)","(8469521.0, 8476285.0, 8476948.0, 8473507.0, 8479376.0)",
595,1,0.0,0.0,0.0,0.0,43.0,38.0,0,0,0,"(8469521.0, 8476285.0, 8476948.0, 8473507.0, 8479376.0)","(8474679.0, 8476822.0, 8470598.0, 8478176.0, 8480161.0)",
596,1,0.0,0.0,0.0,0.0,4.0,28.0,0,0,1,"(8474679.0, 8476822.0, 8476960.0, 8478176.0, 8480161.0)","(8480829.0, 8476469.0, 8474038.0, 8473507.0, 8479376.0)",
597,0,0.0,0.0,0.0,0.0,17.0,64.0,0,0,0,"(8480829.0, 8476469.0, 8474038.0, 8473507.0, 8479376.0)","(8474679.0, 8476822.0, 8476960.0, 8478176.0, 8480161.0)",
598,0,0.0,0.0,0.0,0.0,17.0,39.0,0,0,0,"(8471794.0, 8477946.0, 8477511.0, 8475324.0, 8479395.0)","(8480829.0, 8476469.0, 8474038.0, 8474818.0, 8476443.0)",
599,1,0.0,0.0,0.0,0.0,5.0,22.0,1,1,1,"(8480829.0, 8476469.0, 8474038.0, 8474818.0, 8476443.0)","(8471794.0, 8477946.0, 8477511.0, 8475324.0, 8479395.0)",
600,0,0.0,0.0,0.0,0.0,0.0,20.0,0,0,0,"(8476889.0, 8477406.0, 8471228.0, 8477945.0, 8470760.0)","(8475168.0, 8471676.0, 8474571.0, 8476331.0, 8479320.0)",
601,1,0.0,0.0,0.0,0.0,0.0,20.0,0,0,1,"(8475168.0, 8471676.0, 8474571.0, 8476331.0, 8479320.0)","(8476889.0, 8477406.0, 8471228.0, 8477945.0, 8470760.0)",
602,0,0.0,0.0,0.0,0.0,21.0,39.0,0,0,0,"(8469455.0, 8477501.0, 8471228.0, 8480036.0, 8476941.0)","(8476919.0, 8475913.0, 8480801.0, 8476331.0, 8478469.0)",
603,1,0.0,0.0,0.0,0.0,21.0,39.0,0,0,0,"(8476919.0, 8475913.0, 8480801.0, 8476331.0, 8478469.0)","(8469455.0, 8477501.0, 8471228.0, 8480036.0, 8476941.0)",
604,0,0.0,0.0,0.0,0.0,27.0,14.0,0,0,0,"(8477450.0, 8476913.0, 8476439.0, 8477945.0, 8470760.0)","(8475168.0, 8471676.0, 8474571.0, 8475227.0, 8478469.0)",
605,1,0.0,0.0,0.0,0.0,29.0,56.0,0,0,0,"(8475168.0, 8471676.0, 8474571.0, 8475227.0, 8478469.0)","(8477450.0, 8476913.0, 8476439.0, 8477945.0, 8470760.0)",
606,0,0.0,0.0,0.0,0.0,0.0,19.0,0,0,0,"(8470595.0, 8475798.0, 8475799.0, 8475722.0, 8470600.0)","(8475793.0, 8476887.0, 8475176.0, 8475218.0, 8474056.0)",
607,1,0.0,0.0,0.0,0.0,0.0,19.0,0,0,0,"(8475793.0, 8476887.0, 8475176.0, 8475218.0, 8474056.0)","(8470595.0, 8475798.0, 8475799.0, 8475722.0, 8470600.0)",
608,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,"(8470595.0, 8475722.0, 8478413.0, 8470600.0, 8476856.0)","(8474068.0, 8476887.0, 8478042.0, 8475176.0, 8474600.0)",
609,1,0.0,0.0,0.0,0.0,4.0,52.0,0,0,0,"(8474068.0, 8476887.0, 8478042.0, 8475176.0, 8474600.0)","(8470595.0, 8475722.0, 8478413.0, 8470600.0, 8476856.0)",
610,1,0.0,0.0,0.0,0.0,3.0,46.0,0,0,1,"(8469459.0, 8475798.0, 8470610.0, 8470600.0, 8476856.0)","(8474068.0, 8475225.0, 8477942.0, 8475218.0, 8474056.0)",
611,0,0.0,0.0,0.0,0.0,3.0,46.0,0,0,1,"(8474068.0, 8475225.0, 8477942.0, 8475218.0, 8474056.0)","(8469459.0, 8475798.0, 8470610.0, 8470600.0, 8476856.0)",
612,0,0.0,0.0,0.0,0.0,26.0,13.0,0,0,0,"(8476966.0, 8475794.0, 8471228.0, 8480036.0, 8476941.0)","(8471233.0, 8476399.0, 8477425.0, 8472382.0, 8476923.0)",
613,1,0.0,0.0,0.0,0.0,0.0,13.0,0,0,0,"(8471233.0, 8476399.0, 8477425.0, 8472382.0, 8476923.0)","(8476966.0, 8475794.0, 8471228.0, 8480036.0, 8476941.0)",
614,0,0.0,0.0,0.0,0.0,2.0,11.0,0,0,0,"(8476966.0, 8469455.0, 8476439.0, 8475906.0, 8480036.0)","(8477520.0, 8470619.0, 8478401.0, 8477355.0, 8473933.0)",
615,1,0.0,0.0,0.0,0.0,2.0,11.0,0,0,0,"(8477520.0, 8470619.0, 8478401.0, 8477355.0, 8473933.0)","(8476966.0, 8469455.0, 8476439.0, 8475906.0, 8480036.0)",
616,0,0.0,0.0,0.0,0.0,22.0,35.0,0,0,0,"(8477021.0, 8479370.0, 8474569.0, 8473446.0, 8479398.0)","(8475692.0, 8480078.0, 8475763.0, 8474031.0, 8476869.0)",
617,1,0.0,0.0,0.0,0.0,14.0,35.0,0,0,1,"(8475692.0, 8480078.0, 8475763.0, 8474031.0, 8476869.0)","(8477021.0, 8479370.0, 8474569.0, 8473446.0, 8479398.0)",
618,1,0.0,0.0,0.0,0.0,6.0,13.0,0,1,0,"(8477492.0, 8478420.0, 8476455.0, 8475197.0, 8473446.0)","(8479353.0, 8476480.0, 8476918.0, 8471686.0, 8474090.0)",
619,0,0.0,0.0,0.0,0.0,19.0,13.0,0,0,0,"(8479353.0, 8476480.0, 8476918.0, 8471686.0, 8474090.0)","(8477492.0, 8478420.0, 8476455.0, 8475197.0, 8473446.0)",
620,1,0.011920700000000001,0.0,0.0,0.0,0.0,29.0,0,0,0,"(8478843.0, 8478366.0, 8477955.0, 8477346.0, 8480955.0)","(8474668.0, 8477290.0, 8476872.0, 8477948.0, 8478500.0)",
621,0,0.0,0.0,0.011920700000000001,0.0,0.0,42.0,0,0,0,"(8474668.0, 8477290.0, 8476872.0, 8477948.0, 8478500.0)","(8478843.0, 8478366.0, 8477955.0, 8477346.0, 8480955.0)",
622,0,0.0,0.0,0.0,0.0,19.0,28.0,0,0,1,"(8478843.0, 8478366.0, 8477955.0, 8477346.0, 8480955.0)","(8474190.0, 8477290.0, 8476872.0, 8475462.0, 8477948.0)",
623,1,0.0,0.0,0.0,0.0,19.0,28.0,0,0,1,"(8474190.0, 8477290.0, 8476872.0, 8475462.0, 8477948.0)","(8478843.0, 8478366.0, 8477955.0, 8477346.0, 8480955.0)",
624,0,0.0,0.0,0.0,0.0,18.0,25.0,0,0,0,"(8476456.0, 8476389.0, 8474884.0, 8475755.0, 8475796.0)","(8478439.0, 8475738.0, 8478067.0, 8477462.0, 8477850.0)",
625,1,0.0,0.0,0.0,0.0,18.0,33.0,0,0,0,"(8478439.0, 8475738.0, 8478067.0, 8477462.0, 8477850.0)","(8476456.0, 8476389.0, 8474884.0, 8475755.0, 8475796.0)",
626,0,0.0,0.0,0.0,0.0,1.0,27.0,0,1,0,"(8477955.0, 8471426.0, 8477996.0, 8477932.0, 8475796.0)","(8476461.0, 8473512.0, 8474161.0, 8478500.0, 8477850.0)",
627,1,0.0,0.0,0.0,0.0,1.0,41.0,0,0,0,"(8476461.0, 8473512.0, 8474161.0, 8478500.0, 8477850.0)","(8477955.0, 8471426.0, 8477996.0, 8477932.0, 8475796.0)",
628,1,0.0,0.0,0.0,0.0,0.0,59.0,0,0,0,"(8475760.0, 8478366.0, 8477955.0, 8475755.0, 8475796.0)","(8474190.0, 8477290.0, 8476872.0, 8475462.0, 8477948.0)",
629,0,0.0,0.0,0.0,0.0,16.0,29.0,0,0,0,"(8474190.0, 8477290.0, 8476872.0, 8475462.0, 8477948.0)","(8475760.0, 8478366.0, 8477955.0, 8475755.0, 8475796.0)",
630,0,0.0,0.0,0.0,0.0,41.0,31.0,0,0,0,"(8476456.0, 8476389.0, 8474884.0, 8475755.0, 8475796.0)","(8474190.0, 8477290.0, 8476872.0, 8477462.0, 8477850.0)",
631,1,0.0,0.0,0.0,0.0,28.0,31.0,0,0,0,"(8474190.0, 8477290.0, 8476872.0, 8477462.0, 8477850.0)","(8476456.0, 8476389.0, 8474884.0, 8475755.0, 8475796.0)",
632,0,0.0,0.0,0.0,0.0,0.0,20.0,0,0,0,"(8478843.0, 8477955.0, 8474149.0, 8471735.0, 8475796.0)","(8475738.0, 8473512.0, 8474161.0, 8477850.0, 8476906.0)",
633,1,0.0,0.0,0.0,0.0,0.0,20.0,0,0,0,"(8475738.0, 8473512.0, 8474161.0, 8477850.0, 8476906.0)","(8478843.0, 8477955.0, 8474149.0, 8471735.0, 8475796.0)",
634,1,0.0,0.0,0.0,0.0,0.0,35.0,0,0,0,"(8471426.0, 8474149.0, 8477996.0, 8477346.0, 8480955.0)","(8474627.0, 8478844.0, 8474161.0, 8478500.0, 8476906.0)",
635,0,0.0,0.0,0.0,0.0,0.0,35.0,0,0,1,"(8474627.0, 8478844.0, 8474161.0, 8478500.0, 8476906.0)","(8471426.0, 8474149.0, 8477996.0, 8477346.0, 8480955.0)",
